Activity type,Duration,From,To,Comment
Gaming,1:49,11/12/2020 9:28,11/12/2020 11:17,
Eat,0:22,11/12/2020 9:05,11/12/2020 9:28,
Work,0:20,11/12/2020 8:45,11/12/2020 9:05,
Gaming,0:52,11/12/2020 7:52,11/12/2020 8:45,
Sleep-ternet,0:18,11/12/2020 7:33,11/12/2020 7:52,
Sleep-ternet,0:48,11/12/2020 6:45,11/12/2020 7:33,
Nap,1:00,11/12/2020 5:45,11/12/2020 6:45,
Internet,0:38,11/12/2020 5:06,11/12/2020 5:45,
Gaming,0:17,11/12/2020 4:48,11/12/2020 5:06,
"""Reading""",0:17,11/12/2020 4:31,11/12/2020 4:48,
Internet,0:00,11/12/2020 4:30,11/12/2020 4:31,
Internet,0:35,11/12/2020 3:55,11/12/2020 4:30,
Shop,0:10,11/12/2020 3:45,11/12/2020 3:55,
Sport,0:45,11/12/2020 3:00,11/12/2020 3:45,
Linda,1:55,11/12/2020 1:05,11/12/2020 3:00,
Sleep-ternet,0:26,11/12/2020 0:38,11/12/2020 1:05,
Sleep,0:00,11/12/2020 0:38,11/12/2020 0:38,
Sleep-ternet,8:07,11/11/2020 16:31,11/12/2020 0:38,
Linda,3:00,11/11/2020 13:31,11/11/2020 16:31,
Internet,1:05,11/11/2020 12:25,11/11/2020 13:31,
Work,1:08,11/11/2020 11:16,11/11/2020 12:25,
Internet,2:20,11/11/2020 8:56,11/11/2020 11:16,
Eat,0:26,11/11/2020 8:29,11/11/2020 8:56,
Gaming,0:21,11/11/2020 8:08,11/11/2020 8:29,
Internet,0:36,11/11/2020 7:31,11/11/2020 8:08,
Sport,0:12,11/11/2020 7:19,11/11/2020 7:31,
Sleep-ternet,0:29,11/11/2020 6:50,11/11/2020 7:19,
Gaming,0:49,11/11/2020 6:00,11/11/2020 6:50,
Shop,0:20,11/11/2020 5:40,11/11/2020 6:00,
Transport,0:20,11/11/2020 5:20,11/11/2020 5:40,
Internet,1:05,11/11/2020 4:15,11/11/2020 5:20,
Housework,0:27,11/11/2020 3:48,11/11/2020 4:15,
Internet,0:44,11/11/2020 3:03,11/11/2020 3:48,
Getting Ready,0:21,11/11/2020 2:42,11/11/2020 3:03,
Yoga,0:16,11/11/2020 2:25,11/11/2020 2:42,
"""Reading""",0:18,11/11/2020 2:07,11/11/2020 2:25,
Admin,0:00,11/11/2020 2:07,11/11/2020 2:07,
"""Reading""",0:00,11/11/2020 2:07,11/11/2020 2:07,
Sleep-ternet,0:56,11/11/2020 1:11,11/11/2020 2:07,
Sleep,6:31,11/10/2020 18:39,11/11/2020 1:11,
Sleep-ternet,1:21,11/10/2020 17:18,11/10/2020 18:39,
Internet,2:00,11/10/2020 15:18,11/10/2020 17:18,
Reading,1:01,11/10/2020 14:16,11/10/2020 15:18,
"""Reading""",0:15,11/10/2020 14:00,11/10/2020 14:16,
Gaming,1:10,11/10/2020 12:49,11/10/2020 14:00,
Internet,0:19,11/10/2020 12:30,11/10/2020 12:49,
Gaming,0:52,11/10/2020 11:38,11/10/2020 12:30,
Transport,0:35,11/10/2020 11:02,11/10/2020 11:38,
Shop,0:00,11/10/2020 11:02,11/10/2020 11:02,
Internet,0:25,11/10/2020 10:37,11/10/2020 11:02,
Sleep-ternet,0:52,11/10/2020 9:45,11/10/2020 10:37,
Gaming,0:47,11/10/2020 8:57,11/10/2020 9:45,
Eat,0:13,11/10/2020 8:43,11/10/2020 8:57,
Internet,0:17,11/10/2020 8:25,11/10/2020 8:43,
Sleep-ternet,1:35,11/10/2020 6:50,11/10/2020 8:25,
Internet,0:41,11/10/2020 6:08,11/10/2020 6:50,
Gaming,0:52,11/10/2020 5:15,11/10/2020 6:08,
Meeting,0:25,11/10/2020 4:50,11/10/2020 5:15,
Meeting,0:00,11/10/2020 4:50,11/10/2020 4:50,
Gaming,0:48,11/10/2020 4:01,11/10/2020 4:50,
Housework,0:29,11/10/2020 3:32,11/10/2020 4:01,
Eat,0:10,11/10/2020 3:22,11/10/2020 3:32,
Getting Ready,0:28,11/10/2020 2:54,11/10/2020 3:22,
Sleep-ternet,1:10,11/10/2020 1:44,11/10/2020 2:54,
Sleep,7:29,11/9/2020 18:14,11/10/2020 1:44,
Sleep-ternet,0:44,11/9/2020 17:29,11/9/2020 18:14,
Reading,0:09,11/9/2020 17:19,11/9/2020 17:29,
Internet,0:18,11/9/2020 17:01,11/9/2020 17:19,
Gaming,1:16,11/9/2020 15:45,11/9/2020 17:01,
Internet,1:44,11/9/2020 14:01,11/9/2020 15:45,
Sleep-ternet,0:25,11/9/2020 13:35,11/9/2020 14:01,
Internet,2:42,11/9/2020 10:52,11/9/2020 13:35,
Linda,0:22,11/9/2020 10:29,11/9/2020 10:52,
Gaming,0:42,11/9/2020 9:47,11/9/2020 10:29,
Internet,0:47,11/9/2020 9:00,11/9/2020 9:47,
"""Reading""",0:15,11/9/2020 8:45,11/9/2020 9:00,
Eat,0:15,11/9/2020 8:30,11/9/2020 8:45,
Internet,2:00,11/9/2020 6:30,11/9/2020 8:30,
Nap,1:58,11/9/2020 4:32,11/9/2020 6:30,
Work,3:32,11/9/2020 1:00,11/9/2020 4:32,
Sleep-ternet,1:06,11/8/2020 23:53,11/9/2020 1:00,
Sleep,7:04,11/8/2020 16:49,11/8/2020 23:53,
Sleep-ternet,0:20,11/8/2020 16:28,11/8/2020 16:49,
Linda,2:00,11/8/2020 14:28,11/8/2020 16:28,
Internet,0:35,11/8/2020 13:52,11/8/2020 14:28,
"""Reading""",0:40,11/8/2020 13:12,11/8/2020 13:52,
Gaming,3:00,11/8/2020 10:12,11/8/2020 13:12,
Internet,6:50,11/8/2020 3:21,11/8/2020 10:12,
Gaming,0:58,11/8/2020 2:23,11/8/2020 3:21,
Transport,0:00,11/8/2020 2:23,11/8/2020 2:23,
Eat,0:14,11/8/2020 2:09,11/8/2020 2:23,
"""Reading""",0:20,11/8/2020 1:48,11/8/2020 2:09,
Sleep,8:00,11/7/2020 17:48,11/8/2020 1:48,
Sleep-ternet,0:42,11/7/2020 17:05,11/7/2020 17:48,
Linda,2:45,11/7/2020 14:20,11/7/2020 17:05,
Internet,0:27,11/7/2020 13:52,11/7/2020 14:20,
Gaming,0:47,11/7/2020 13:04,11/7/2020 13:52,
Linda,0:00,11/7/2020 13:04,11/7/2020 13:04,
Gaming,0:00,11/7/2020 13:04,11/7/2020 13:04,
Internet,8:13,11/7/2020 4:50,11/7/2020 13:04,
Internet,0:25,11/7/2020 4:25,11/7/2020 4:50,
"""Reading""",0:25,11/7/2020 3:59,11/7/2020 4:25,
Internet,2:11,11/7/2020 1:48,11/7/2020 3:59,
"""Reading""",0:03,11/7/2020 1:44,11/7/2020 1:48,
Internet,0:29,11/7/2020 1:14,11/7/2020 1:44,
Sleep-ternet,0:59,11/7/2020 0:14,11/7/2020 1:14,
Work,7:08,11/6/2020 17:05,11/7/2020 0:14,
Sleep-ternet,0:05,11/6/2020 16:59,11/6/2020 17:05,
Internet,1:29,11/6/2020 15:30,11/6/2020 16:59,
"""Reading""",0:32,11/6/2020 14:57,11/6/2020 15:30,
Shop,0:00,11/6/2020 14:57,11/6/2020 14:57,
"""Reading""",0:00,11/6/2020 14:57,11/6/2020 14:57,
Internet,1:13,11/6/2020 13:43,11/6/2020 14:57,
Getting Ready,0:03,11/6/2020 13:40,11/6/2020 13:43,
"""Reading""",0:17,11/6/2020 13:22,11/6/2020 13:40,
Internet,0:17,11/6/2020 13:05,11/6/2020 13:22,
Internet,0:35,11/6/2020 12:30,11/6/2020 13:05,
Sleep-ternet,0:30,11/6/2020 12:00,11/6/2020 12:30,
Shop,0:15,11/6/2020 11:45,11/6/2020 12:00,
Transport,0:15,11/6/2020 11:30,11/6/2020 11:45,
Nap,1:26,11/6/2020 10:04,11/6/2020 11:30,
Internet,0:13,11/6/2020 9:50,11/6/2020 10:04,
Eat,0:43,11/6/2020 9:06,11/6/2020 9:50,
Internet,0:07,11/6/2020 8:59,11/6/2020 9:06,
"""Reading""",0:23,11/6/2020 8:36,11/6/2020 8:59,
Internet,1:06,11/6/2020 7:30,11/6/2020 8:36,
Meeting,1:30,11/6/2020 6:00,11/6/2020 7:30,
Housework,0:14,11/6/2020 5:45,11/6/2020 6:00,
Getting Ready,0:21,11/6/2020 5:23,11/6/2020 5:45,
Getting Ready,0:11,11/6/2020 5:12,11/6/2020 5:23,
Internet,1:22,11/6/2020 3:50,11/6/2020 5:12,
Eat,0:14,11/6/2020 3:35,11/6/2020 3:50,
Sleep-ternet,1:24,11/6/2020 2:11,11/6/2020 3:35,
Sleep,2:48,11/5/2020 23:22,11/6/2020 2:11,
Nap,0:00,11/5/2020 23:22,11/5/2020 23:22,
Sleep-ternet,0:30,11/5/2020 22:52,11/5/2020 23:22,
Internet,2:06,11/5/2020 20:46,11/5/2020 22:52,
Gaming,5:10,11/5/2020 15:35,11/5/2020 20:46,
Linda,1:51,11/5/2020 13:43,11/5/2020 15:35,
Internet,2:43,11/5/2020 11:00,11/5/2020 13:43,
Housework,1:08,11/5/2020 9:51,11/5/2020 11:00,
Eat,0:15,11/5/2020 9:36,11/5/2020 9:51,
Gaming,1:23,11/5/2020 8:13,11/5/2020 9:36,
Internet,0:56,11/5/2020 7:16,11/5/2020 8:13,
Eat,0:21,11/5/2020 6:55,11/5/2020 7:16,
Housework,0:32,11/5/2020 6:23,11/5/2020 6:55,
Getting Ready,0:00,11/5/2020 6:23,11/5/2020 6:23,
Internet,1:33,11/5/2020 4:50,11/5/2020 6:23,
Internet,0:25,11/5/2020 4:25,11/5/2020 4:50,
Sleep-ternet,0:57,11/5/2020 3:27,11/5/2020 4:25,
Internet,0:01,11/5/2020 3:25,11/5/2020 3:27,
"""Reading""",0:16,11/5/2020 3:08,11/5/2020 3:25,
Internet,0:56,11/5/2020 2:12,11/5/2020 3:08,
Eat,0:17,11/5/2020 1:55,11/5/2020 2:12,
Internet,0:00,11/5/2020 1:55,11/5/2020 1:55,
Transport,0:09,11/5/2020 1:46,11/5/2020 1:55,
Shop,0:10,11/5/2020 1:35,11/5/2020 1:46,
Transport,0:07,11/5/2020 1:28,11/5/2020 1:35,
Housework,0:13,11/5/2020 1:14,11/5/2020 1:28,
Getting Ready,0:08,11/5/2020 1:06,11/5/2020 1:14,
Meditation,0:14,11/5/2020 0:52,11/5/2020 1:06,
Getting Ready,0:08,11/5/2020 0:44,11/5/2020 0:52,
Yoga,0:15,11/5/2020 0:29,11/5/2020 0:44,
Sleep-ternet,0:31,11/4/2020 23:57,11/5/2020 0:29,
Sleep,7:15,11/4/2020 16:41,11/4/2020 23:57,
Sleep-ternet,0:58,11/4/2020 15:43,11/4/2020 16:41,
Internet,3:38,11/4/2020 12:04,11/4/2020 15:43,
Internet,1:19,11/4/2020 10:45,11/4/2020 12:04,
Friends,3:50,11/4/2020 6:54,11/4/2020 10:45,
Shop,0:24,11/4/2020 6:30,11/4/2020 6:54,
Transport,0:30,11/4/2020 6:00,11/4/2020 6:30,
Internet,1:13,11/4/2020 4:46,11/4/2020 6:00,
Internet,0:20,11/4/2020 4:26,11/4/2020 4:46,
Getting Ready,0:28,11/4/2020 3:58,11/4/2020 4:26,
Internet,0:20,11/4/2020 3:38,11/4/2020 3:58,
Meeting,0:42,11/4/2020 2:56,11/4/2020 3:38,
Internet,0:55,11/4/2020 2:01,11/4/2020 2:56,
"""Reading""",0:22,11/4/2020 1:38,11/4/2020 2:01,
Internet,0:00,11/4/2020 1:38,11/4/2020 1:38,
Sleep-ternet,0:15,11/4/2020 1:23,11/4/2020 1:38,
Sleep,4:39,11/3/2020 20:44,11/4/2020 1:23,
Sleep-ternet,0:35,11/3/2020 20:08,11/3/2020 20:44,
Internet,0:00,11/3/2020 20:08,11/3/2020 20:08,
Sleep-ternet,2:29,11/3/2020 17:39,11/3/2020 20:08,
Reading,0:26,11/3/2020 17:12,11/3/2020 17:39,
Internet,2:22,11/3/2020 14:49,11/3/2020 17:12,
"""Reading""",0:13,11/3/2020 14:35,11/3/2020 14:49,
Internet,1:30,11/3/2020 13:04,11/3/2020 14:35,
Internet,0:30,11/3/2020 12:34,11/3/2020 13:04,
Linda,0:29,11/3/2020 12:05,11/3/2020 12:34,
"""Reading""",0:09,11/3/2020 11:56,11/3/2020 12:05,
Internet,2:35,11/3/2020 9:20,11/3/2020 11:56,
Gaming,0:00,11/3/2020 9:20,11/3/2020 9:20,
Gaming,0:30,11/3/2020 8:50,11/3/2020 9:20,
Eat,0:36,11/3/2020 8:13,11/3/2020 8:50,
Sleep-ternet,1:24,11/3/2020 6:49,11/3/2020 8:13,
Reading,0:27,11/3/2020 6:22,11/3/2020 6:49,
Internet,0:47,11/3/2020 5:34,11/3/2020 6:22,
"""Reading""",0:20,11/3/2020 5:14,11/3/2020 5:34,
Internet,0:32,11/3/2020 4:41,11/3/2020 5:13,
Gaming,0:45,11/3/2020 3:56,11/3/2020 4:41,
Internet,0:03,11/3/2020 3:52,11/3/2020 3:56,
Work,0:52,11/3/2020 3:00,11/3/2020 3:52,
Internet,0:37,11/3/2020 2:22,11/3/2020 3:00,
Eat,0:10,11/3/2020 2:12,11/3/2020 2:22,
Getting Ready,0:21,11/3/2020 1:50,11/3/2020 2:12,
Sleep-ternet,0:35,11/3/2020 1:15,11/3/2020 1:50,
Sleep,7:20,11/2/2020 17:55,11/3/2020 1:15,
Sleep-ternet,2:57,11/2/2020 14:57,11/2/2020 17:55,
Reading,0:53,11/2/2020 14:03,11/2/2020 14:57,
Getting Ready,0:10,11/2/2020 13:53,11/2/2020 14:03,
Internet,0:15,11/2/2020 13:37,11/2/2020 13:53,
Gaming,0:54,11/2/2020 12:43,11/2/2020 13:37,
Transport,0:12,11/2/2020 12:30,11/2/2020 12:43,
Shop,0:10,11/2/2020 12:20,11/2/2020 12:30,
Friends,1:40,11/2/2020 10:40,11/2/2020 12:20,
Internet,1:16,11/2/2020 9:23,11/2/2020 10:40,
Gaming,0:00,11/2/2020 9:23,11/2/2020 9:23,
Gaming,0:30,11/2/2020 8:53,11/2/2020 9:23,
Internet,1:23,11/2/2020 7:30,11/2/2020 8:53,
Gaming,1:24,11/2/2020 6:06,11/2/2020 7:30,
Internet,0:33,11/2/2020 5:33,11/2/2020 6:06,
Shop,0:20,11/2/2020 5:13,11/2/2020 5:33,
Transport,0:27,11/2/2020 4:45,11/2/2020 5:13,
Internet,0:32,11/2/2020 4:13,11/2/2020 4:45,
Housework,0:23,11/2/2020 3:50,11/2/2020 4:13,
Getting Ready,0:03,11/2/2020 3:46,11/2/2020 3:50,
Meditation,0:10,11/2/2020 3:35,11/2/2020 3:46,
Internet,0:14,11/2/2020 3:21,11/2/2020 3:35,
Eat,0:05,11/2/2020 3:16,11/2/2020 3:21,
Getting Ready,0:16,11/2/2020 2:59,11/2/2020 3:16,
Yoga,0:15,11/2/2020 2:43,11/2/2020 2:59,
"""Reading""",0:17,11/2/2020 2:25,11/2/2020 2:43,
Sleep-ternet,0:54,11/2/2020 1:30,11/2/2020 2:25,
Sleep,6:47,11/1/2020 18:43,11/2/2020 1:30,
Sleep-ternet,0:33,11/1/2020 18:10,11/1/2020 18:43,
Internet,0:19,11/1/2020 17:51,11/1/2020 18:10,
Reading,0:29,11/1/2020 17:21,11/1/2020 17:51,
Sleep-ternet,0:04,11/1/2020 17:16,11/1/2020 17:21,
Linda,8:00,11/1/2020 9:16,11/1/2020 17:16,
Housework,0:46,11/1/2020 8:30,11/1/2020 9:16,
Gaming,0:11,11/1/2020 8:19,11/1/2020 8:30,
Gaming,0:08,11/1/2020 8:11,11/1/2020 8:19,
Housework,0:13,11/1/2020 7:57,11/1/2020 8:11,
Housework,0:15,11/1/2020 7:42,11/1/2020 7:57,
Sleep-ternet,0:20,11/1/2020 7:22,11/1/2020 7:42,
Entertainment,0:00,11/1/2020 7:22,11/1/2020 7:22,
Nap,1:42,11/1/2020 5:40,11/1/2020 7:22,
Sleep-ternet,0:42,11/1/2020 4:57,11/1/2020 5:40,
"""Reading""",0:31,11/1/2020 4:26,11/1/2020 4:57,
Getting Ready,0:24,11/1/2020 4:02,11/1/2020 4:26,
Gaming,1:09,11/1/2020 2:52,11/1/2020 4:02,
Internet,0:00,11/1/2020 2:51,11/1/2020 2:52,
Eat,0:10,11/1/2020 2:41,11/1/2020 2:51,
Sleep-ternet,1:31,11/1/2020 1:10,11/1/2020 2:41,
Sleep,3:15,10/31/2020 22:54,11/1/2020 1:10,
Sleep-ternet,1:10,10/31/2020 21:43,10/31/2020 22:54,
Internet,0:17,10/31/2020 21:26,10/31/2020 21:43,
Reading,0:55,10/31/2020 20:30,10/31/2020 21:26,
Sleep-ternet,0:27,10/31/2020 20:03,10/31/2020 20:30,
Internet,2:46,10/31/2020 17:16,10/31/2020 20:03,
Gaming,0:28,10/31/2020 16:48,10/31/2020 17:16,
Friends,3:18,10/31/2020 13:29,10/31/2020 16:48,
Date,0:49,10/31/2020 12:40,10/31/2020 13:29,
Shop,0:10,10/31/2020 12:30,10/31/2020 12:40,
Transport,0:17,10/31/2020 12:13,10/31/2020 12:30,
Internet,2:02,10/31/2020 10:11,10/31/2020 12:13,
Getting Ready,0:44,10/31/2020 9:27,10/31/2020 10:11,
Internet,1:58,10/31/2020 7:28,10/31/2020 9:27,
Gaming,1:22,10/31/2020 6:05,10/31/2020 7:28,
Linda,0:39,10/31/2020 5:26,10/31/2020 6:05,
Internet,0:37,10/31/2020 4:48,10/31/2020 5:26,
Linda,1:17,10/31/2020 3:30,10/31/2020 4:48,
"""Reading""",0:06,10/31/2020 3:24,10/31/2020 3:30,
Gaming,0:33,10/31/2020 2:50,10/31/2020 3:24,
Internet,0:18,10/31/2020 2:32,10/31/2020 2:50,
Eat,0:00,10/31/2020 2:32,10/31/2020 2:32,
Eat,0:10,10/31/2020 2:22,10/31/2020 2:32,
Sleep-ternet,1:02,10/31/2020 1:19,10/31/2020 2:22,
Sleep,6:45,10/30/2020 18:34,10/31/2020 1:19,
Sleep-ternet,1:08,10/30/2020 17:25,10/30/2020 18:34,
Internet,0:22,10/30/2020 17:03,10/30/2020 17:25,
Internet,0:10,10/30/2020 16:53,10/30/2020 17:03,
"""Reading""",0:21,10/30/2020 16:31,10/30/2020 16:53,
Linda,3:01,10/30/2020 13:30,10/30/2020 16:31,
Internet,2:19,10/30/2020 11:10,10/30/2020 13:30,
"""Reading""",0:26,10/30/2020 10:44,10/30/2020 11:10,
Internet,0:00,10/30/2020 10:44,10/30/2020 10:44,
Date,4:44,10/30/2020 6:00,10/30/2020 10:44,
Shop,0:35,10/30/2020 5:25,10/30/2020 6:00,
Transport,0:13,10/30/2020 5:11,10/30/2020 5:25,
Friends,0:41,10/30/2020 4:30,10/30/2020 5:11,
Internet,0:50,10/30/2020 3:40,10/30/2020 4:30,
Getting Ready,0:25,10/30/2020 3:14,10/30/2020 3:40,
Getting Ready,0:15,10/30/2020 2:59,10/30/2020 3:14,
Sleep-ternet,1:02,10/30/2020 1:56,10/30/2020 2:59,
Sleep,7:46,10/29/2020 18:10,10/30/2020 1:56,
Sleep-ternet,0:25,10/29/2020 17:45,10/29/2020 18:10,
Internet,2:11,10/29/2020 15:33,10/29/2020 17:45,
Gaming,1:01,10/29/2020 14:32,10/29/2020 15:33,
Internet,1:03,10/29/2020 13:28,10/29/2020 14:32,
Gaming,0:39,10/29/2020 12:49,10/29/2020 13:28,
Gaming,1:19,10/29/2020 11:30,10/29/2020 12:49,
Linda,0:30,10/29/2020 11:00,10/29/2020 11:30,
Internet,1:41,10/29/2020 9:19,10/29/2020 11:00,
"""Reading""",0:32,10/29/2020 8:46,10/29/2020 9:19,
Gaming,1:46,10/29/2020 7:00,10/29/2020 8:46,
Eat,1:06,10/29/2020 5:54,10/29/2020 7:00,
Gaming,2:04,10/29/2020 3:49,10/29/2020 5:54,
Internet,0:09,10/29/2020 3:39,10/29/2020 3:49,
Shop,0:22,10/29/2020 3:17,10/29/2020 3:39,
Transport,0:00,10/29/2020 3:16,10/29/2020 3:17,
Shop,0:10,10/29/2020 3:07,10/29/2020 3:17,
Transport,0:10,10/29/2020 2:56,10/29/2020 3:07,
Getting Ready,0:09,10/29/2020 2:46,10/29/2020 2:56,
Meditation,0:11,10/29/2020 2:35,10/29/2020 2:46,
Yoga,0:01,10/29/2020 2:34,10/29/2020 2:35,
Yoga,0:15,10/29/2020 2:19,10/29/2020 2:34,
Getting Ready,0:02,10/29/2020 2:16,10/29/2020 2:19,
Getting Ready,0:15,10/29/2020 2:01,10/29/2020 2:16,
Sleep-ternet,0:25,10/29/2020 1:35,10/29/2020 2:01,
Sleep,6:59,10/28/2020 18:36,10/29/2020 1:35,
Sleep-ternet,1:53,10/28/2020 16:42,10/28/2020 18:36,
Linda,1:42,10/28/2020 15:00,10/28/2020 16:42,
Sleep-ternet,4:53,10/28/2020 10:06,10/28/2020 15:00,
Internet,0:15,10/28/2020 9:51,10/28/2020 10:06,
"""Reading""",0:27,10/28/2020 9:23,10/28/2020 9:51,
Internet,1:23,10/28/2020 8:00,10/28/2020 9:23,
Nap,2:17,10/28/2020 5:42,10/28/2020 8:00,
Internet,0:47,10/28/2020 4:55,10/28/2020 5:42,
Getting Ready,0:27,10/28/2020 4:27,10/28/2020 4:55,
Getting Ready,0:10,10/28/2020 4:17,10/28/2020 4:27,
Internet,0:11,10/28/2020 4:06,10/28/2020 4:17,
Internet,0:15,10/28/2020 3:50,10/28/2020 4:06,
Housework,0:15,10/28/2020 3:35,10/28/2020 3:50,
Eat,0:26,10/28/2020 3:08,10/28/2020 3:35,
"""Reading""",0:24,10/28/2020 2:43,10/28/2020 3:08,
Sleep-ternet,1:27,10/28/2020 1:16,10/28/2020 2:43,
Sleep,6:11,10/27/2020 19:04,10/28/2020 1:16,
Sleep-ternet,0:53,10/27/2020 18:11,10/27/2020 19:04,
Linda,1:26,10/27/2020 16:45,10/27/2020 18:11,
Shop,0:25,10/27/2020 16:20,10/27/2020 16:45,
Transport,0:15,10/27/2020 16:05,10/27/2020 16:20,
Internet,6:44,10/27/2020 9:20,10/27/2020 16:05,
Gaming,1:54,10/27/2020 7:25,10/27/2020 9:20,
Internet,0:07,10/27/2020 7:18,10/27/2020 7:25,
Housework,0:23,10/27/2020 6:54,10/27/2020 7:18,
Gaming,1:13,10/27/2020 5:41,10/27/2020 6:54,
Transport,0:18,10/27/2020 5:22,10/27/2020 5:41,
Shop,0:13,10/27/2020 5:09,10/27/2020 5:22,
Getting Ready,0:18,10/27/2020 4:51,10/27/2020 5:09,
Getting Ready,0:15,10/27/2020 4:36,10/27/2020 4:51,
Internet,1:48,10/27/2020 2:47,10/27/2020 4:36,
Makin'/Fixin',0:00,10/27/2020 2:47,10/27/2020 2:47,
Eat,0:17,10/27/2020 2:29,10/27/2020 2:47,
Getting Ready,0:00,10/27/2020 2:29,10/27/2020 2:29,
"""Reading""",0:23,10/27/2020 2:06,10/27/2020 2:29,
Sleep-ternet,0:12,10/27/2020 1:54,10/27/2020 2:06,
Sleep,7:14,10/26/2020 18:40,10/27/2020 1:54,
Sleep-ternet,0:17,10/26/2020 18:22,10/26/2020 18:40,
Linda,4:03,10/26/2020 14:00,10/26/2020 18:03,
Internet,1:02,10/26/2020 12:57,10/26/2020 14:00,
Eat,1:23,10/26/2020 11:33,10/26/2020 12:57,
Internet,0:00,10/26/2020 11:33,10/26/2020 11:33,
Shop,0:33,10/26/2020 11:00,10/26/2020 11:33,
Transport,0:20,10/26/2020 10:40,10/26/2020 11:00,
Internet,3:37,10/26/2020 7:02,10/26/2020 10:40,
Gaming,0:41,10/26/2020 6:20,10/26/2020 7:02,
Eat,0:18,10/26/2020 6:01,10/26/2020 6:20,
Housework,0:18,10/26/2020 5:43,10/26/2020 6:01,
Internet,2:39,10/26/2020 3:03,10/26/2020 5:43,
Housework,0:25,10/26/2020 2:38,10/26/2020 3:03,
Getting Ready,0:41,10/26/2020 1:56,10/26/2020 2:38,
Meditation,0:13,10/26/2020 1:42,10/26/2020 1:56,
Yoga,0:16,10/26/2020 1:26,10/26/2020 1:42,
"""Reading""",0:09,10/26/2020 1:17,10/26/2020 1:26,
"""Reading""",0:05,10/26/2020 1:12,10/26/2020 1:17,
Sleep-ternet,0:10,10/26/2020 1:01,10/26/2020 1:12,
Sleep,5:47,10/25/2020 19:14,10/26/2020 1:01,
Sleep-ternet,0:50,10/25/2020 18:23,10/25/2020 19:14,
Admin,0:00,10/25/2020 18:23,10/25/2020 18:23,
Internet,2:20,10/25/2020 16:03,10/25/2020 18:23,
Gaming,0:49,10/25/2020 15:13,10/25/2020 16:03,
Gaming,0:00,10/25/2020 15:13,10/25/2020 15:13,
Gaming,0:00,10/25/2020 15:13,10/25/2020 15:13,
Gaming,0:00,10/25/2020 15:13,10/25/2020 15:13,
Gaming,1:00,10/25/2020 14:12,10/25/2020 15:12,
Internet,2:06,10/25/2020 12:05,10/25/2020 14:12,
Yoga,0:18,10/25/2020 11:46,10/25/2020 12:05,
Internet,0:20,10/25/2020 11:26,10/25/2020 11:46,
Internet,3:26,10/25/2020 8:00,10/25/2020 11:26,
"""Reading""",0:31,10/25/2020 7:28,10/25/2020 8:00,
Internet,2:01,10/25/2020 5:27,10/25/2020 7:28,
Linda,1:31,10/25/2020 3:55,10/25/2020 5:27,
Linda,0:00,10/25/2020 3:55,10/25/2020 3:55,
Internet,1:32,10/25/2020 2:23,10/25/2020 3:55,
Getting Ready,0:30,10/25/2020 1:53,10/25/2020 2:23,
Sleep-ternet,1:12,10/25/2020 0:40,10/25/2020 1:53,
Sleep,6:39,10/24/2020 18:01,10/25/2020 0:40,
Sleep-ternet,1:07,10/24/2020 16:54,10/24/2020 18:01,
Linda,3:40,10/24/2020 13:14,10/24/2020 16:54,
Linda,2:00,10/24/2020 11:14,10/24/2020 13:14,
Internet,1:37,10/24/2020 9:36,10/24/2020 11:14,
Internet,0:15,10/24/2020 9:21,10/24/2020 9:36,
"""Reading""",0:31,10/24/2020 8:50,10/24/2020 9:21,
Internet,0:23,10/24/2020 8:27,10/24/2020 8:50,
Housework,0:12,10/24/2020 8:15,10/24/2020 8:27,
Gaming,1:18,10/24/2020 6:56,10/24/2020 8:15,
Internet,0:05,10/24/2020 6:51,10/24/2020 6:56,
Transport,0:00,10/24/2020 6:51,10/24/2020 6:51,
Shop,0:44,10/24/2020 6:06,10/24/2020 6:51,
Transport,0:18,10/24/2020 5:48,10/24/2020 6:06,
Getting Ready,0:14,10/24/2020 5:33,10/24/2020 5:48,
Linda,0:13,10/24/2020 5:20,10/24/2020 5:33,
Sleep-ternet,1:03,10/24/2020 4:16,10/24/2020 5:20,
Gaming,0:03,10/24/2020 4:13,10/24/2020 4:16,
Gaming,1:00,10/24/2020 3:13,10/24/2020 4:13,
Getting Ready,0:20,10/24/2020 2:52,10/24/2020 3:13,
Sleep-ternet,0:51,10/24/2020 2:01,10/24/2020 2:52,
Sleep,7:29,10/23/2020 18:32,10/24/2020 2:01,
Sleep-ternet,1:07,10/23/2020 17:24,10/23/2020 18:32,
Entertainment,9:24,10/23/2020 7:59,10/23/2020 17:24,
Transport,0:17,10/23/2020 7:42,10/23/2020 7:59,
Getting Ready,0:47,10/23/2020 6:54,10/23/2020 7:42,
Gaming,2:02,10/23/2020 4:51,10/23/2020 6:54,
Internet,0:10,10/23/2020 4:41,10/23/2020 4:51,
Shop,0:56,10/23/2020 3:44,10/23/2020 4:41,
Transport,0:00,10/23/2020 3:44,10/23/2020 3:44,
Shop,0:00,10/23/2020 3:44,10/23/2020 3:44,
Transport,0:00,10/23/2020 3:44,10/23/2020 3:44,
Getting Ready,1:54,10/23/2020 1:50,10/23/2020 3:44,
Sleep,6:57,10/22/2020 18:52,10/23/2020 1:50,
Sleep-ternet,1:45,10/22/2020 17:06,10/22/2020 18:52,
